Source,Destination,Distance,Fuel Consumption,Cost
ABQ,SLC,1097,5342.13,20842.76
SYR,OAK,1008,5523.57,20206.99
TPA,CHS,2745,15042.14,62881.2
AUS,SDF,2968,14521.13,53471.85
ONT,LIH,1477,7286.44,26366.56
OKC,MCO,2785,12965.22,47121.24
OAK,DFW,448,2066.32,8822.8
LAS,IAH,3038,15817.8,57655.85
BDL,LAS,1283,6595.15,26802.59
GSO,ANC,3003,16042.17,66186.2
OKC,CVG,2540,13311.0,55943.36
ABQ,PHX,1047,5739.38,24769.0
MKE,ELP,1808,8197.6,30394.47
RSW,OGG,3346,16040.65,68913.79
BUR,HNL,1584,8514.58,35545.86
SEA,IAH,2025,9698.21,35022.46
SLC,GRR,2431,12163.88,45789.99
ALB,OAK,1699,8142.3,29406.3
PVD,SNA,1539,7141.83,28957.07
DSM,SYR,1414,6470.44,24089.85
GRR,PSP,3080,16372.57,60773.26
DEN,DFW,3313,15524.41,68268.3
BUR,JAX,2302,11584.01,48164.12
MDW,ANC,495,2719.1,11670.94
ORF,CHS,2762,13904.97,56185.06
DTW,JAX,2351,12600.63,48782.66
SFO,ROC,718,3885.23,16022.16
ORD,PBI,980,4431.63,17524.37
SJU,ABQ,2417,12613.28,52269.55
PDX,LAX,2285,12033.53,50781.98
PVD,FLL,340,1856.45,7787.38
TPA,BOI,1563,8299.14,33794.75
PHX,LAS,1226,6379.56,26041.03
LAX,CHS,3191,14591.03,59575.48
OGG,MIA,1357,6746.35,25677.74
SAN,OAK,2205,10333.88,40250.82
RSW,DAL,584,3141.65,12807.42
PHL,TUS,2219,10403.36,44406.19
OAK,OGG,493,2269.55,8754.29
BNA,ROC,3445,18715.52,75539.96
DFW,LAS,3291,15684.86,59392.39
SJU,TUS,2902,14895.81,62331.41
HOU,TPA,1478,6833.74,28125.23
GSO,MCO,1402,7013.64,27602.44
ANC,LIH,2591,11848.92,48929.76
OMA,MDW,1780,8335.37,34753.28
ORD,BOS,2022,9345.99,33780.26
LIH,TUS,804,4401.26,17293.7
BUF,IAD,2128,9911.39,37001.35
IAD,PHX,1995,10300.27,39274.8
PHX,ATL,1962,9541.92,40076.05
ABQ,RNO,2678,12959.71,56550.54
SMF,CLE,1538,7596.3,31527.03
ELP,PHX,1123,5886.95,25338.57
ATL,MKE,3497,16867.94,68856.77
LAS,BUF,424,2014.38,7361.54
SLC,OMA,2346,10915.64,43424.36
TUS,LAS,2839,14200.92,54561.12
TPA,MSP,1855,9553.12,34814.55
PBI,JFK,2269,10423.77,44494.22
LGA,AUS,1384,6795.71,27244.28
ALB,OAK,950,4499.37,17651.87
PIT,CLT,2891,13115.38,48632.46
ALB,PVD,903,4683.82,19516.2
RIC,IAH,2905,15522.86,65889.07
SAT,ORD,2679,14314.71,55173.94
ELP,IND,567,3019.3,11204.2
GSO,ONT,1578,7147.85,27470.02
TPA,FLL,793,4064.66,17727.94
JAX,CLE,1255,6826.72,29929.4
SLC,RIC,1118,6035.15,25112.22
JFK,SAT,1140,5159.18,22617.39
DSM,ELP,784,3941.31,15405.05
ORD,JFK,719,3747.83,13600.68
ORD,SYR,953,5029.82,20957.57
ALB,JAX,1185,6162.92,23397.64
PIT,BOI,1870,9410.02,39332.38
ATL,TUS,1736,9441.27,34849.65
JFK,PIT,2761,12591.13,47217.67
IAD,TUL,868,4034.05,16401.8
MSY,PIT,1551,7727.36,30314.62
ATL,SDF,3059,15216.53,60173.45
ALB,HOU,2709,13486.34,53372.93
TUL,PHL,902,4876.53,18953.1
MDW,STL,2601,13953.05,56577.76
BUR,BOS,2821,14072.2,55436.49
SMF,RNO,3215,16957.47,70575.44
IAD,OKC,408,2240.45,9445.02
DAL,HOU,852,4509.13,16247.76
MCO,SFO,1167,6256.77,27356.51
IAH,DTW,478,2375.27,8613.92
ONT,MCO,3004,15954.71,59696.73
SLC,LIH,895,4428.71,18189.55
HNL,FLL,2710,12902.67,53993.74
BOI,DSM,2036,10466.1,43691.81
SDF,HOU,2411,11801.91,48625.39
BDL,OGG,2894,15811.08,65855.44
RDU,SDF,1087,5569.1,20179.67
MSP,SAT,3163,14595.28,55459.85
MCI,STL,2380,11656.13,47985.55
SJC,FLL,1108,5106.1,22001.5
BOI,PIT,814,4193.24,17313.58
SJC,ELP,2053,9404.35,36332.12
OKC,JFK,783,3858.55,15242.01
CVG,OMA,846,4223.01,15653.69
IAH,OGG,2103,10430.21,40563.85
MIA,SAN,3142,16332.54,61727.31
IND,JFK,1466,6832.22,26481.33
PBI,JFK,2933,15554.88,65186.2
IND,OAK,1852,8385.15,32829.66
FLL,ORF,521,2674.85,10318.91
SAT,MCI,2780,15289.95,59885.95
ALB,EWR,2771,12590.96,54203.06
BUR,RSW,2639,13969.81,58283.45
GRR,MIA,3219,16677.0,73008.11
DCA,PSP,2314,11124.1,42978.6
LIH,SEA,1663,8928.35,33445.39
RSW,LAX,1894,8593.48,31791.64
FLL,BDL,2418,12690.44,54529.8
MSY,PVD,3365,17048.6,61547.04
RSW,DEN,1368,7136.08,28784.46
CLT,SFO,605,2864.25,11513.92
ORD,BDL,2413,11839.32,45746.52
SLC,TUL,2974,15441.86,66001.37
GSO,JFK,2796,13869.43,52334.02
OAK,OMA,3378,17192.02,71477.14
OKC,PDX,2916,13900.75,57314.6
SJU,CLE,2762,14376.29,54951.38
MIA,MHT,3459,17079.25,68692.86
OMA,ALB,2929,13463.84,52695.31
DCA,ORF,2468,11586.28,46183.88
JFK,ANC,484,2411.58,10042.13
LIH,ONT,2429,12129.18,48813.36
MDW,IND,543,2685.58,9932.11
ELP,PDX,2825,13692.11,51892.66
JFK,BDL,3423,16211.3,68276.01
SAT,JAX,1938,9228.74,34478.85
LAS,LIH,1417,7234.31,31698.54
SMF,DEN,2058,10524.64,46217.95
GSO,LGA,826,3916.66,15101.24
MKE,MCO,1781,8032.07,33405.56
BDL,DEN,448,2355.98,10188.15
OGG,MHT,3475,15697.65,62497.55
SYR,DSM,3060,15369.94,57393.44
OAK,GRR,2353,11939.86,48599.96
LAX,LGA,647,3061.14,11382.55
PHX,SYR,1101,5935.71,21547.03
DTW,MIA,2088,10245.02,44970.89
MHT,HNL,2504,11802.38,46972.99
SNA,SEA,2504,12740.16,51775.55
HNL,SJC,965,4748.77,20375.02
BWI,DEN,1306,6015.01,24165.8
IAD,MHT,888,4750.35,20796.3
TUS,HNL,982,4476.04,16252.38
ANC,SAT,353,1691.31,7184.46
SAN,IAH,1857,9535.25,41427.62
PIT,BDL,2024,10660.52,39223.74
LGA,IND,2890,13116.4,49322.63
MDW,SAN,3054,15425.04,60776.71
CLE,SJC,3237,15105.82,54600.97
PBI,LIH,3472,17720.62,67240.83
RDU,MSY,453,2277.41,9314.35
SEA,ONT,462,2355.78,9466.59
SMF,SDF,3374,16963.57,73062.44
SNA,JFK,2368,10693.74,39755.24
ORF,ELP,3043,16564.2,71898.79
ABQ,BOI,1945,9046.63,37607.83
LAS,DCA,1184,5780.9,23155.16
MHT,BDL,2545,12424.58,53461.69
MDW,SLC,3307,16639.46,66527.7
SAN,DTW,2975,15415.25,58957.4
LIH,MDW,655,3203.89,12654.07
ORF,ATL,3237,16376.28,60785.84
MHT,RDU,1958,9178.11,36529.64
MSP,MIA,2758,15133.29,60860.31
OKC,RSW,2007,9282.71,36242.91
MDW,MCO,746,3710.9,14812.95
IND,ONT,2657,13100.03,56222.35
FLL,PIT,1509,7939.36,32243.72
CLE,GRR,2942,14920.77,63072.18
DAL,BOS,997,5066.61,20488.47
MSY,SAT,2868,14977.0,63614.19
PIT,SAN,1304,6867.37,29336.95
ANC,STL,1824,9951.65,36544.76
DEN,ANC,1685,8272.13,33677.98
PSP,SMF,1249,5807.63,24925.05
SMF,DSM,2719,14834.44,53434.19
ANC,ALB,3250,17131.01,66362.48
RSW,DAL,2279,11885.19,51243.11
MIA,CLE,1577,8087.98,33663.46
EWR,RSW,1147,5261.96,22602.81
PHX,ONT,1216,6512.0,26073.4
JAX,BDL,3255,17050.49,67125.78
ALB,ORF,1241,6087.7,23621.41
CVG,CLT,1754,9434.37,38539.46
SLC,BUR,3096,13953.46,60234.51
LIH,ABQ,2623,13627.52,54144.75
TUL,PIT,2608,11882.15,44695.78
PVD,RIC,449,2350.26,9696.47
LIH,BOI,2190,11910.31,44451.41
PVD,ORD,2979,14291.54,59256.02
IAH,DSM,1346,7247.46,28165.28
MCO,SFO,1240,6291.98,25157.84
DTW,DAL,1797,8559.29,35711.88
MCO,MSY,3427,16509.58,62149.42
OMA,MSP,3410,18702.22,79310.49
ELP,AUS,1891,9891.35,41219.97
PHL,DEN,1829,8785.07,36360.21
OAK,ONT,1769,8624.24,37022.12
OMA,OAK,480,2419.88,10253.27
SEA,FLL,1375,7393.16,28721.88
EWR,ATL,1289,6486.0,26468.39
EWR,BNA,841,4040.93,14748.23
OAK,MHT,1209,6447.98,25707.83
BNA,FLL,1056,5763.82,24120.43
DAL,SYR,1571,8403.1,33937.52
HOU,IAH,3279,15077.57,55856.37
ANC,PDX,1105,5920.46,24352.7
BUR,SEA,1337,6739.65,27401.09
SJC,ORF,2441,12081.33,48667.12
MCO,JAX,926,4639.42,17561.7
MSY,TUS,1346,6063.78,25457.97
SJC,CVG,2000,9746.82,36430.77
SYR,MCO,2351,11345.51,45285.88
BUF,DEN,3151,15341.43,66960.07
JAX,GRR,1584,7219.46,29617.14
TPA,MCO,2433,12642.46,47614.04
PBI,SAN,2762,15003.23,64508.56
BDL,LAX,690,3573.79,14104.47
IAD,RIC,3163,15990.89,67062.25
SMF,BUF,3023,15444.03,66747.3
MHT,ALB,2739,13391.63,49208.04
OMA,HOU,1748,8758.82,38418.31
SFO,MSY,673,3209.94,11895.01
PHX,BNA,2841,14511.46,62637.37
JAX,PDX,2017,10705.72,39619.73
ELP,HNL,303,1583.06,6021.79
MCI,PDX,404,2112.02,8597.31
OKC,ONT,2135,10461.52,42944.22
RNO,ELP,2857,14491.78,53389.77
GSO,OGG,1154,5985.55,21926.18
PBI,LAX,3457,16009.66,64587.53
TUL,TUS,385,1770.53,7671.85
PBI,MDW,430,2199.6,8426.68
IAH,MDW,2329,12479.36,48810.03
DTW,SAN,1005,5045.1,20430.04
ELP,PHX,2815,13836.81,58317.6
SJC,PHL,514,2599.08,9682.96
HOU,SJC,3100,14631.77,61006.16
MKE,PHX,1911,9233.47,39479.48
BDL,SEA,303,1560.97,6104.97
RIC,RSW,3208,16976.01,63761.6
MSY,MIA,1219,6263.15,24398.23
GRR,LIH,1541,7649.88,28715.7
PHX,RIC,2438,11077.95,44640.38
DFW,DSM,2061,9707.71,37401.12
BOS,GRR,3324,16668.55,62460.81
JFK,MCI,545,2595.66,9863.53
DCA,DAL,1136,5883.12,23679.32
RSW,STL,772,3955.17,14806.26
SJC,MSY,2138,9803.81,41116.91
SAT,BOS,2493,13639.91,58062.14
SJC,SAN,2121,11594.41,44143.18
BDL,PSP,905,4867.76,20919.44
CHS,DSM,2247,11474.6,49478.09
JAX,PVD,470,2267.13,8759.27
DSM,SAT,2777,13139.36,57057.37
SJC,SEA,1070,5833.26,21707.81
DCA,MSP,1011,5226.45,22095.36
HOU,RDU,2000,10763.82,41540.34
ROC,EWR,3295,15481.55,59835.27
OGG,SNA,1087,5186.97,22048.96
RDU,PHL,2838,14546.77,57803.66
ATL,GRR,3186,17086.19,62508.66
SDF,SMF,2123,11665.89,45919.69
SAN,MIA,3311,16762.06,67894.66
LAX,DCA,3222,15336.14,67406.5
ATL,JAX,1369,7206.18,27845.76
AUS,DCA,2235,11626.48,48947.75
IND,MCI,884,4393.15,16025.77
SLC,ABQ,2854,15696.05,62760.34
PBI,DCA,2941,15590.25,67347.35
ONT,ANC,1635,8394.88,33985.7
SJC,SAN,3057,13806.12,54923.43
ORF,JFK,2477,12133.23,48722.38
OKC,TPA,2550,12971.32,53381.76
SDF,BDL,854,4270.66,15973.82
PDX,STL,754,3504.99,12714.08
SDF,CHS,2923,15712.72,60967.63
GRR,BUR,2540,13716.71,50134.05
LIH,DFW,738,3745.6,15702.24
MSP,SNA,1163,6319.27,25949.69
TPA,BUR,692,3651.18,15096.31
HNL,SLC,1734,9078.85,36164.24
RIC,ORD,2081,9418.48,38074.91
BOI,CLE,2399,10929.95,45240.13
BWI,RNO,2458,12334.18,47596.01
BOI,SYR,2462,11212.18,49321.44
SYR,PDX,2272,10495.13,40306.95
MCO,SFO,1182,6001.91,22877.73
OMA,DFW,988,4568.26,19807.59
DFW,SJC,2543,13811.3,51127.05
JFK,MSY,2136,10145.14,42622.22
SJC,OGG,453,2456.34,10615.79
EWR,IAH,2156,10069.87,36940.38
BDL,PSP,3134,16264.88,68791.6
BUF,ATL,1768,8861.07,36745.86
PHX,EWR,2904,13990.01,52957.66
FLL,MSY,671,3502.55,12635.1
SFO,GRR,2729,12701.84,46080.7
SJU,DTW,3315,17623.59,76052.11
HNL,ATL,1558,7711.87,31074.43
PVD,DAL,2388,11749.74,47886.82
SDF,ANC,1682,7710.98,30952.63
OGG,TPA,2963,14407.93,52413.65
STL,BNA,903,4747.15,18032.83
IND,DFW,453,2331.0,9389.27
SJU,ORD,480,2314.15,9107.24
PBI,LAS,3218,14937.75,56276.59
STL,ORD,2723,12997.95,47071.64
MSP,MIA,1006,5174.08,19744.1
OGG,SEA,844,4223.0,17227.48
PIT,MCI,1302,6827.07,27837.5
LGA,RIC,806,3759.92,16498.88
SJC,SEA,3293,16301.65,67102.77
RSW,ORF,2249,11452.76,50128.92
ELP,BDL,1258,6846.83,27254.58
SLC,RSW,3309,17709.14,71939.59
TUS,SFO,2231,10878.07,44081.68
DAL,DEN,2144,10985.55,41505.58
PHX,JFK,2592,13750.11,52350.53
PIT,HOU,3193,16364.81,67772.45
CVG,SAT,2364,12416.73,54292.77
BUR,PIT,3020,15185.28,60315.84
TPA,RNO,3302,15288.12,67230.79
PBI,BNA,1633,8700.34,37191.36
LGA,HOU,1344,6918.27,29302.09
RSW,IAH,3010,15130.68,56807.54
BDL,CVG,3155,15773.43,68027.86
HNL,TPA,3476,17690.41,71647.76
RDU,BUF,2357,11035.38,41731.12
DCA,SEA,2565,12054.79,46147.55
IAD,ROC,1648,8548.24,34545.07
OMA,RDU,1791,9236.45,35691.93
GSO,HOU,2798,14981.5,57457.81
SFO,SNA,323,1610.37,6910.35
SJU,FLL,3287,16219.01,64021.35
SNA,EWR,3395,16842.21,61545.4
DSM,ALB,1126,6082.34,25086.89
SDF,STL,1813,9106.61,33040.94
SLC,ORD,996,4768.61,19972.79
DSM,GRR,1264,5872.39,23898.0
BOS,IAH,3324,17826.11,66280.27
PIT,SJU,2091,11138.31,46816.84
SAT,IAH,2504,11546.65,45132.99
RNO,LAS,1739,8949.85,35645.15
DAL,RDU,3121,14914.47,57072.56
HOU,ALB,900,4799.54,20826.55
DTW,TPA,1450,6941.37,25998.05
DSM,MHT,2488,11955.86,46903.01
OMA,LAS,3475,16528.39,72616.66
RSW,ATL,3293,17159.21,65683.95
ANC,SEA,815,3717.75,14787.93
ATL,IAH,3172,17062.89,64573.99
PIT,CLE,1403,6365.54,26252.72
PHL,SEA,570,2886.45,11437.25
SJU,MCO,317,1594.35,5926.14
IAD,PVD,611,3100.41,13000.28
BDL,TUL,1525,7039.89,25964.62
BNA,PIT,2402,12735.34,49851.16
MSP,BNA,882,4601.1,16701.61
HNL,TUL,3408,17006.19,63631.31
ANC,PBI,1581,8463.68,35630.24
JAX,ROC,3455,17506.24,64839.04
EWR,SAN,2636,13334.09,50603.77
BOI,SEA,2831,13974.95,52824.83
FLL,SJC,3000,15987.96,58874.96
DAL,SAT,763,3927.66,16700.52
DEN,ORD,2767,13768.94,57872.84
HNL,DFW,1708,7930.39,29212.07
ALB,OAK,2948,14394.98,57390.73
LAS,ELP,2807,15319.63,63727.92
BNA,MSP,2471,12456.85,45269.74
ABQ,CHS,1601,7937.59,31251.34
HNL,PIT,796,3850.39,15374.9
ELP,SDF,2209,10588.22,38447.65
MSP,JAX,1362,7384.96,26707.22
ABQ,PVD,641,3453.94,12478.39
DTW,BNA,2307,11592.2,47903.56
BUR,LGA,1187,5842.48,24397.61
MSP,STL,879,4269.78,18270.14
RDU,LAS,785,3693.3,15818.64
OAK,LGA,1694,9064.8,35926.98
BUR,LGA,2651,13371.17,56411.28
SFO,CHS,2283,11434.93,43014.83
ABQ,TUL,1479,6703.02,28314.62
BUR,OKC,1963,9629.03,40062.29
DTW,HOU,2820,12828.52,47829.63
MKE,CLE,882,4477.72,18670.85
MDW,BOS,3230,16768.65,63027.17
RSW,DEN,2913,15553.79,61901.43
ALB,SDF,1866,10094.36,43568.69
MCO,DAL,1739,8593.23,32376.32
OKC,HNL,1515,8330.21,31216.87
RSW,IND,1248,6222.11,25826.84
ATL,FLL,1032,5320.94,23012.76
GRR,CVG,1722,8132.22,34263.42
SYR,SJU,2445,12951.28,50801.88
MSP,RIC,590,2793.76,10914.2
ROC,ATL,878,4229.62,15383.06
SDF,PHL,1072,5430.81,19698.31
PVD,BUR,569,2900.82,10649.27
GSO,MIA,990,5314.52,20548.96
SFO,OGG,761,3625.88,15734.53
TUL,LIH,2174,11439.66,45569.09
STL,MCI,1423,7495.88,28184.04
TPA,LAX,745,3884.89,15101.52
OAK,ALB,1559,7863.36,30657.49
OMA,PHX,2725,13165.17,56849.41
MSP,IND,2097,10680.46,46906.88
SAN,OKC,407,2026.48,8563.98
STL,IAD,1000,4884.82,21348.07
DEN,DCA,2165,11305.63,49201.56
PDX,MHT,3245,15765.17,61100.89
SAT,MSY,2140,11615.17,45089.25
CLE,RIC,1530,7645.4,30533.39
BNA,BOS,3079,13975.38,60182.39
DEN,ELP,2377,12640.71,49511.61
TUS,SAN,1175,5425.63,19843.94
RNO,PIT,2723,12558.38,55233.16
JAX,TUS,1421,7716.36,28824.24
RNO,PSP,555,2859.45,11783.79
ORD,OMA,2787,13732.91,57751.06
SLC,OMA,3491,16183.33,60165.89
TUL,DEN,2832,14855.11,58196.74
PIT,ORD,2461,12958.85,56515.77
LAX,OKC,1628,8900.39,35242.99
MIA,LIH,1375,6270.32,22782.02
MSP,RDU,2007,10709.91,47076.01
DEN,RNO,1735,9131.07,36338.14
BWI,STL,567,2667.14,11140.85
IND,ATL,2228,11526.84,47385.77
STL,HNL,720,3701.24,16193.82
TUL,DSM,1201,6418.19,24161.95
ABQ,ORF,2982,16043.57,59072.47
STL,SYR,954,4630.78,17535.19
BDL,RNO,2391,12891.79,49438.2
SEA,CLE,868,4123.13,16821.61
SAT,BUF,665,3020.83,11978.09
AUS,JAX,363,1781.68,7392.21
OGG,TUS,804,4051.76,17337.02
BDL,DAL,1168,5282.86,19162.62
OAK,RSW,2964,14343.72,60790.74
LGA,ONT,1621,7620.97,29152.92
SMF,FLL,1222,6179.61,25209.51
ABQ,ALB,2748,13166.95,48715.84
ORD,SJU,3016,15040.11,60779.7
GRR,ABQ,2466,12816.18,54230.46
LIH,SMF,1451,7193.01,28336.86
OMA,RDU,304,1483.33,6229.01
LAS,BUR,805,4213.29,15907.59
BDL,PVD,1464,7019.78,26136.78
JFK,DSM,3327,15366.03,57160.87
SYR,GSO,1070,5100.17,19856.76
BUF,ALB,477,2259.34,9150.42
SJC,TUL,2397,11295.55,41546.52
ELP,OMA,2429,11016.27,42722.81
DTW,ALB,1459,7617.34,29174.54
MDW,SEA,1255,5658.68,21273.11
MHT,SAN,1343,7143.39,29346.71
SJC,PBI,1141,5357.26,19768.94
BOI,CHS,1668,8771.55,37526.49
BOS,MIA,1851,9239.1,38883.63
SJC,BDL,693,3220.18,12747.38
HNL,LGA,2100,9477.92,40407.02
PHX,SYR,358,1896.4,7682.19
RSW,MIA,3402,18214.65,75321.08
OKC,ELP,1824,8276.08,36130.65
MIA,BNA,2665,13395.66,55644.15
SLC,OKC,1335,6137.57,22116.96
HOU,MSP,628,3099.92,11893.07
CHS,BWI,2589,13259.64,51542.92
TUS,BUR,3267,17160.58,73869.43
FLL,ANC,2089,11236.53,49074.08
OKC,LGA,1174,5594.72,21935.46
LGA,OAK,2945,13475.08,53618.71
GSO,IND,3486,18083.04,67481.32
DSM,SFO,1258,6736.88,27604.73
IAD,RDU,1458,6956.61,25669.99
GRR,PDX,1214,6028.56,24109.66
LGA,CVG,1826,9100.2,32963.95
LAS,MKE,1331,7181.05,31048.41
LGA,SAN,1273,6836.7,27433.0
OKC,RIC,1269,6204.32,25388.79
DSM,HNL,876,4811.49,20903.28
SJU,CLE,2472,11376.5,46029.54
SDF,DSM,1090,5060.4,21687.78
STL,EWR,1938,9738.74,42183.39
TUL,ORD,3223,16253.6,66471.71
SNA,TUL,3017,16056.37,61007.94
JAX,LGA,1594,8654.96,34914.85
RDU,MDW,2770,14976.95,54653.71
ABQ,MSY,1101,5954.6,21633.2
EWR,DCA,3479,18064.78,66263.0
MSY,SYR,1686,8113.85,34374.51
TUS,TPA,3258,16526.54,68904.72
ABQ,BWI,2165,10739.51,42262.98
TUS,DCA,3387,16846.35,68959.31
ALB,PSP,1111,5623.61,20511.41
LIH,SYR,2008,10121.87,39710.43
BNA,JFK,3334,16094.7,61403.58
BOS,LAX,899,4167.47,18181.04
ATL,LIH,3442,16931.59,68568.06
SNA,MHT,3025,14278.54,60170.37
RNO,CLE,801,3959.78,17244.25
RDU,LIH,2805,13607.86,55005.87
IAD,SMF,2348,10803.5,40559.68
PHX,ORD,1610,8187.72,34119.95
MDW,SEA,784,3576.09,13653.35
EWR,STL,1781,9021.34,38667.52
AUS,PHL,2258,12249.16,51879.39
PVD,HOU,1909,9263.43,39542.08
MHT,JAX,3342,15439.38,67317.77
DAL,IAH,2760,13198.73,56570.11
FLL,BUF,828,3746.14,15630.21
AUS,SJC,2897,14388.7,61681.73
BDL,LIH,820,4450.23,17549.08
SYR,BUR,3088,14008.04,55707.24
RIC,ORF,1961,10785.39,39269.73
PBI,LAS,1414,6936.26,26777.11
ALB,MSY,738,3869.84,16419.92
DEN,MCI,2074,9567.0,39124.02
JAX,DCA,2076,11066.39,45173.51
BNA,EWR,2282,11812.4,46191.0
BNA,CHS,1615,7779.27,29732.63
BOI,SJU,1916,10244.73,44418.28
GSO,AUS,1969,9101.39,38903.29
DTW,SNA,406,1891.46,7509.05
CLT,MHT,699,3722.3,15172.77
GSO,MSY,728,3486.75,15331.83
SLC,TPA,3373,16704.15,63485.24
PHX,HOU,1521,8158.0,34057.25
TPA,ATL,3433,17540.11,75169.74
MDW,STL,2892,13019.28,52677.06
BDL,RSW,1099,5731.83,21772.17
ELP,SAT,2043,11150.2,48771.62
MKE,SJU,624,3304.48,12593.58
ABQ,RIC,1281,6859.46,27592.19
CLE,SMF,951,5156.78,21784.84
MCO,IAH,761,3699.11,14880.89
DTW,BNA,3136,15962.37,61124.48
ONT,SFO,961,4709.39,18837.91
BWI,ATL,1734,8773.52,37326.28
MSY,BUR,2911,13876.23,57869.64
SJU,MCO,3488,17374.52,69223.46
PHX,DFW,3495,17170.87,74073.72
ORD,BNA,1402,6396.23,23334.85
OAK,OKC,2815,13247.94,52436.81
PIT,RIC,1387,6357.92,25969.94
ELP,AUS,2972,13934.13,57647.28
GSO,ALB,1821,8235.36,31445.72
ELP,TPA,522,2744.21,10239.15
RDU,SNA,998,4817.97,19622.96
CLT,TUS,2673,13360.18,51763.69
SFO,TUS,2304,11086.72,48721.29
ANC,LIH,3495,16124.91,59118.49
MSP,SMF,1162,6323.56,25104.83
OKC,BOI,412,1951.76,8485.51
SAT,ABQ,2798,13505.51,53449.09
JFK,BOS,341,1586.09,6643.94
BUR,MCO,2323,12114.97,52635.84
RDU,MDW,1029,5470.72,23494.4
TUL,CHS,893,4402.01,19240.91
BOI,ELP,3102,15342.23,56592.17
OAK,SDF,2551,11586.77,42040.93
PBI,LIH,2626,13311.62,48352.51
SEA,TUS,2595,13395.82,48696.97
PBI,ROC,1319,7121.02,28290.49
RIC,PDX,1938,10375.48,42203.46
CLE,MHT,1802,8931.36,34480.14
ORF,CLT,2674,13137.27,57167.29
LGA,BDL,2634,13258.27,53655.32
RNO,SAT,983,4448.93,18547.1
SMF,DTW,1130,6195.68,25037.51
LGA,OMA,1024,5445.69,21405.81
FLL,MSY,3451,18334.12,74668.78
SEA,ALB,1677,8365.55,36710.89
SAN,BUF,1202,6154.37,26527.7
BDL,JAX,2280,10748.89,46007.14
PHX,CHS,2381,12684.44,53987.13
IAD,IND,1116,5605.8,23645.87
ORF,BNA,855,4222.93,16867.77
DFW,MCO,479,2317.47,10143.54
MKE,EWR,2823,13487.41,52393.82
HOU,JFK,2120,11576.97,44227.68
BOS,PSP,2613,12229.6,44257.18
BOS,MCO,1286,6792.66,26860.68
ORD,CLE,1577,7995.93,29567.19
MSY,IND,3088,16400.03,66396.49
CHS,SLC,2583,14039.14,58239.98
LAS,JAX,404,2180.66,8247.17
HOU,SEA,1268,6302.97,24461.77
DAL,LGA,1962,9156.57,35392.66
BOI,BUF,3059,14856.56,56506.43
RNO,PSP,2234,12093.34,46421.84
CVG,GSO,2463,12676.64,50912.58
LAS,MSP,3313,15274.74,59981.14
AUS,ORF,534,2571.88,10985.94
LGA,SEA,1193,5786.09,24760.97
SNA,ANC,2752,14075.1,55299.19
PDX,SAT,406,1945.28,7364.91
PBI,BDL,1451,7071.62,28172.45
RDU,PSP,1269,5771.08,23186.97
MIA,SAT,2951,15012.37,59182.55
ROC,CLE,3089,15050.87,59087.73
MKE,PHL,1687,9131.88,39382.7
SEA,BUR,321,1638.83,7085.03
SLC,CHS,3291,17667.03,73724.07
ELP,CLT,3436,15927.17,70069.54
CHS,ORF,3085,15501.22,66042.1
RSW,AUS,2561,13412.17,54346.96
OMA,FLL,3220,15066.0,65924.6
CLE,ATL,2368,12252.09,52660.43
MSP,BWI,2806,14635.74,56922.84
DSM,EWR,1224,5630.57,22353.71
SJC,LAS,1268,6388.4,25846.95
PHX,OAK,3002,14501.71,58684.43
BDL,OMA,955,5063.72,22146.16
LIH,ELP,697,3332.93,12702.6
ORF,DFW,3207,14501.24,60170.2
ABQ,IAD,2979,13677.71,58836.0
ABQ,JFK,710,3406.77,13951.53
RIC,STL,2458,12019.96,50874.02
STL,SMF,3090,15428.51,67808.57
BOS,ATL,1082,5492.65,22385.13
SAT,CLE,317,1427.37,6071.64
MKE,MIA,1181,6309.13,25850.22
JFK,PDX,1210,6604.63,27299.1
PSP,BNA,2259,11089.04,42720.29
SJU,BUR,1375,7194.89,26725.19
MSY,PIT,3385,18428.38,80120.5
MSP,GRR,2018,9395.91,34701.22
ELP,PSP,753,4002.56,16753.91
TUS,SFO,2046,10886.92,45117.25
RNO,MCI,792,4077.45,17490.21
ORD,CHS,3172,15611.53,59845.12
PVD,ORF,878,4049.59,16854.97
PIT,IND,481,2465.81,10194.24
LAX,PHL,3396,16602.36,66193.65
SJC,SYR,3282,17756.06,71587.24
LIH,LGA,2643,14214.14,57928.07
BWI,PVD,730,3413.33,13751.19
DSM,RNO,2326,12744.71,55888.0
STL,DFW,2627,13453.47,54373.54
MCO,EWR,3390,18060.36,72869.59
PBI,ROC,546,2861.46,10753.14
PSP,JFK,1929,10510.83,37841.6
BUF,PDX,1666,8001.54,31146.12
IAD,OKC,348,1836.22,7576.01
AUS,SDF,2480,11646.93,49440.09
SEA,TUS,729,3603.42,14630.59
LAS,ROC,2835,13406.23,51195.96
RSW,TPA,2936,15029.9,58105.69
SEA,BOI,1708,8397.79,32292.66
JAX,CLT,1482,7097.99,28588.39
HNL,OAK,1716,8289.42,33690.16
ATL,MCO,1436,7273.65,30847.9
MSY,BOI,3417,18412.63,70581.52
PVD,STL,2631,13605.24,57950.73
JFK,HOU,2437,13332.31,50958.09
IAD,CLT,476,2247.44,8595.64
SLC,STL,3208,17634.9,77583.02
SJU,HNL,3107,14310.25,56661.84
